pose,time_s,trial,height,roll_deg,pitch_deg,gravity_error,speed,angular_speed,feet_contact,base_contact,joint_rms,stable_hold_s,geometry_ok,FL_foot_x_b,FL_foot_y_b,FL_foot_z_b,FL_knee_y_b,FR_foot_x_b,FR_foot_y_b,FR_foot_z_b,FR_knee_y_b,RL_foot_x_b,RL_foot_y_b,RL_foot_z_b,RL_knee_y_b,RR_foot_x_b,RR_foot_y_b,RR_foot_z_b,RR_knee_y_b,FL_hip_joint,FL_hip_joint_offset,FR_hip_joint,FR_hip_joint_offset,RL_hip_joint,RL_hip_joint_offset,RR_hip_joint,RR_hip_joint_offset,FL_thigh_joint,FL_thigh_joint_offset,FR_thigh_joint,FR_thigh_joint_offset,RL_thigh_joint,RL_thigh_joint_offset,RR_thigh_joint,RR_thigh_joint_offset,FL_calf_joint,FL_calf_joint_offset,FR_calf_joint,FR_calf_joint_offset,RL_calf_joint,RL_calf_joint_offset,RR_calf_joint,RR_calf_joint_offset,bank_state_id
side,0.02,0,0.15423516929149628,97.2260971069336,179.9167938232422,1.500523328781128,0.007876046933233738,0.06230044364929199,0,False,0.013337383046746254,0.0,True,0.17602288722991943,0.17139926552772522,-0.3004644513130188,0.1557021588087082,0.17635919153690338,-0.16554813086986542,-0.3030933141708374,-0.15302671492099762,-0.2692198157310486,0.17034181952476501,-0.2915574908256531,0.15258201956748962,-0.27078431844711304,-0.16380253434181213,-0.29049429297447205,-0.1500411033630371,0.09607690572738647,-0.003923095762729645,-0.0766156017780304,0.023384399712085724,0.095420703291893,-0.004579298198223114,-0.07401562482118607,0.025984376668930054,0.8063370585441589,0.0063370466232299805,0.8043981790542603,0.004398167133331299,0.9969773888587952,-0.003022611141204834,1.0155853033065796,0.01558530330657959,-1.501062273979187,-0.0010622739791870117,-1.4994299411773682,0.0005700588226318359,-1.502051591873169,-0.0020515918731689453,-1.523644208908081,-0.023644208908081055,132
side,0.04,0,0.15422600507736206,97.3115463256836,179.91845703125,1.5015089511871338,0.004766674246639013,0.004040439147502184,0,False,0.015591376461088657,0.0,True,0.17591452598571777,0.17185696959495544,-0.3003597557544708,0.15590758621692657,0.17593002319335938,-0.16471028327941895,-0.30332404375076294,-0.15262427926063538,-0.270099937915802,0.17083585262298584,-0.29184502363204956,0.1527443826198578,-0.2725691497325897,-0.16173961758613586,-0.29080650210380554,-0.14923247694969177,0.09757382422685623,-0.0024261772632598877,-0.07387589663267136,0.026124104857444763,0.09695637226104736,-0.003043629229068756,-0.06703896075487137,0.03296104073524475,0.8063632845878601,0.006363272666931152,0.8060334324836731,0.006033420562744141,0.9969927072525024,-0.0030072927474975586,1.0217022895812988,0.021702289581298828,-1.5004498958587646,-0.00044989585876464844,-1.4999173879623413,8.26120376586914e-05,-1.4973604679107666,0.0026395320892333984,-1.5238524675369263,-0.02385246753692627,132
side,0.06,0,0.15422546863555908,97.31434631347656,179.9188995361328,1.501541256904602,0.002766788937151432,0.06031947582960129,1,False,0.01728842779994011,0.0,True,0.17576980590820312,0.17188727855682373,-0.3004745841026306,0.15591612458229065,0.1758205145597458,-0.16475100815296173,-0.3032084107398987,-0.15263867378234863,-0.270168662071228,0.17085614800453186,-0.2918819189071655,0.1527506709098816,-0.27383673191070557,-0.16071468591690063,-0.2904338836669922,-0.1488116830587387,0.09763485938310623,-0.0023651421070098877,-0.0740339607000351,0.025966040790081024,0.09701113402843475,-0.002988867461681366,-0.06368312239646912,0.036316879093647,0.8063523173332214,0.0063523054122924805,0.8067141771316528,0.006714165210723877,0.996965229511261,-0.0030347704887390137,1.0276908874511719,0.027690887451171875,-1.4995471239089966,0.00045287609100341797,-1.5005427598953247,-0.000542759895324707,-1.4969489574432373,0.0030510425567626953,-1.5266038179397583,-0.0266038179397583,132
side,0.08,0,0.1542261689901352,97.30795288085938,179.91836547851562,1.5014674663543701,0.003142366651445627,0.04816930368542671,2,False,0.018138570711016655,0.0,True,0.17566761374473572,0.17186149954795837,-0.30056607723236084,0.15590044856071472,0.1759110987186432,-0.16499923169612885,-0.30319181084632874,-0.15275686979293823,-0.2702913284301758,0.17083027958869934,-0.29195329546928406,0.15273867547512054,-0.2743902802467346,-0.16040325164794922,-0.29002586007118225,-0.14867331087589264,0.09752362221479416,-0.0024763792753219604,-0.07483305782079697,0.025166943669319153,0.0969034805893898,-0.0030965209007263184,-0.0627230778336525,0.03727692365646362,0.8063789010047913,0.006378889083862305,0.8061587810516357,0.006158769130706787,0.9970014095306396,-0.0029985904693603516,1.0310745239257812,0.03107452392578125,-1.498971939086914,0.0010280609130859375,-1.50003981590271,-3.981590270996094e-05,-1.4963513612747192,0.0036486387252807617,-1.5290141105651855,-0.029014110565185547,132
side,0.1,0,0.15422488749027252,97.3198013305664,179.9180145263672,1.5016041994094849,0.003985750954598188,0.03069588541984558,2,False,0.018157217651605606,0.0,True,0.1755078285932541,0.17194116115570068,-0.3006734848022461,0.1559310108423233,0.17603060603141785,-0.16508258879184723,-0.30320310592651367,-0.1527998000383377,-0.2702895700931549,0.17089027166366577,-0.29192236065864563,0.15276025235652924,-0.27429866790771484,-0.1605120599269867,-0.2898881435394287,-0.14871206879615784,0.09774468839168549,-0.0022553130984306335,-0.07509731501340866,0.02490268647670746,0.09711045771837234,-0.0028895437717437744,-0.06311815232038498,0.03688184916973114,0.8063660264015198,0.00636601448059082,0.8056442737579346,0.005644261837005615,0.9970186948776245,-0.0029813051223754883,1.0312527418136597,0.03125274181365967,-1.4979743957519531,0.002025604248046875,-1.499792456626892,0.00020754337310791016,-1.4963895082473755,0.0036104917526245117,-1.5297855138778687,-0.029785513877868652,132
side,0.12,0,0.15422111749649048,97.3563003540039,179.91888427734375,1.50202476978302,0.005084623116999865,0.011476095765829086,1,False,0.018021302297711372,0.0,True,0.17544826865196228,0.17214035987854004,-0.3006476163864136,0.1560199111700058,0.176081582903862,-0.16500666737556458,-0.30325672030448914,-0.152766615152359,-0.27029258012771606,0.17107611894607544,-0.29184389114379883,0.15282750129699707,-0.27361178398132324,-0.16065844893455505,-0.2898433208465576,-0.14878247678279877,0.09838969260454178,-0.0016103088855743408,-0.0748414471745491,0.025158554315567017,0.09774739295244217,-0.00225260853767395,-0.06362034380435944,0.03637965768575668,0.8063443899154663,0.0063443779945373535,0.8054059743881226,0.0054059624671936035,0.9970223903656006,-0.002977609634399414,1.0296539068222046,0.02965390682220459,-1.4975696802139282,0.0024303197860717773,-1.4996508359909058,0.0003491640090942383,-1.4963785409927368,0.0036214590072631836,-1.53092360496521,-0.03092360496520996,132
side,0.14,0,0.15421541035175323,97.41050720214844,179.9197235107422,1.5026493072509766,0.005590339656919241,0.003272142494097352,1,False,0.017803410068154335,0.0,True,0.17543914914131165,0.1724243462085724,-0.3005313277244568,0.15614917874336243,0.1759626418352127,-0.16485436260700226,-0.30341050028800964,-0.15269285440444946,-0.27029258012771606,0.17135170102119446,-0.2917238771915436,0.15292716026306152,-0.2728412449359894,-0.1607396900653839,-0.289943665266037,-0.14883507788181305,0.09933340549468994,-0.000666595995426178,-0.07431657612323761,0.02568342536687851,0.09869236499071121,-0.0013076364994049072,-0.06387228518724442,0.036127716302871704,0.8063631057739258,0.006363093852996826,0.8054319620132446,0.005431950092315674,0.9970314502716064,-0.0029685497283935547,1.0273774862289429,0.02737748622894287,-1.4975497722625732,0.002450227737426758,-1.4989734888076782,0.0010265111923217773,-1.4963929653167725,0.003607034683227539,-1.5314345359802246,-0.03143453598022461,132
side,0.16,0,0.15421080589294434,97.45540618896484,179.91952514648438,1.5031661987304688,0.004798728507012129,0.011092615313827991,1,False,0.017679719254374504,0.0,True,0.17541584372520447,0.17266403138637543,-0.3004547953605652,0.1562577784061432,0.17581161856651306,-0.1648637354373932,-0.30340132117271423,-0.15269197523593903,-0.2702893614768982,0.17158108949661255,-0.29162919521331787,0.15301045775413513,-0.27221763134002686,-0.1608124077320099,-0.2899668514728546,-0.14887888729572296,0.10012299567461014,0.00012299418449401855,-0.07434878498315811,0.025651216506958008,0.09947779029607773,-0.0005222111940383911,-0.06411164253950119,0.03588835895061493,0.8063494563102722,0.006349444389343262,0.8059056401252747,0.005905628204345703,0.9970100522041321,-0.00298994779586792,1.0257511138916016,0.025751113891601562,-1.4973807334899902,0.0026192665100097656,-1.498952031135559,0.001047968864440918,-1.4963759183883667,0.0036240816116333008,-1.532191276550293,-0.03219127655029297,132
side,0.18,0,0.1542067676782608,97.49229431152344,179.92018127441406,1.5035910606384277,0.004188263788819313,0.010805132798850536,1,False,0.017574086785316467,0.0,True,0.17536185681819916,0.17286472022533417,-0.3004222512245178,0.1563473641872406,0.1757294237613678,-0.16504104435443878,-0.30333954095840454,-0.15277099609375,-0.2702885568141937,0.17176863551139832,-0.2915482819080353,0.15307845175266266,-0.27196499705314636,-0.16086053848266602,-0.2899598479270935,-0.14890319108963013,0.10077427327632904,0.0007742717862129211,-0.07493164390325546,0.025068357586860657,0.10012082010507584,0.0001208186149597168,-0.06427543610334396,0.035724565386772156,0.8063299655914307,0.006329953670501709,0.8061262369155884,0.006126224994659424,0.9970100522041321,-0.00298994779586792,1.0251268148422241,0.02512681484222412,-1.4970158338546753,0.002984166145324707,-1.4988698959350586,0.0011301040649414062,-1.4963799715042114,0.0036200284957885742,-1.5325533151626587,-0.03255331516265869,132
side,0.2,0,0.15420305728912354,97.52520751953125,179.9208221435547,1.503969669342041,0.004590892698615789,0.02341500297188759,1,False,0.0175032876431942,0.0,True,0.17530637979507446,0.17304059863090515,-0.3003896176815033,0.15642543137073517,0.17573444545269012,-0.1651720404624939,-0.30331289768218994,-0.15283173322677612,-0.2703571617603302,0.17194151878356934,-0.2915184497833252,0.1531398743391037,-0.2721507251262665,-0.16091027855873108,-0.2899455428123474,-0.14891622960567474,0.10134677588939667,0.001346774399280548,-0.07535792142152786,0.024642080068588257,0.10069917887449265,0.0006991773843765259,-0.06444588303565979,0.03555411845445633,0.8063519597053528,0.006351947784423828,0.8060259222984314,0.006025910377502441,0.9969869256019592,-0.0030130743980407715,1.0255290269851685,0.025529026985168457,-1.4967191219329834,0.0032808780670166016,-1.4987084865570068,0.001291513442993164,-1.4959756135940552,0.004024386405944824,-1.532197117805481,-0.03219711780548096,132
