step,time_s,phase,cmd_x,cmd_y,cmd_yaw,height,x,y,speed,yaw_speed,roll_deg,pitch_deg,foot_contacts,base_contact,done,vx,vy,vx_b,vy_b,push_delta_vy,joint_rms_deviation,FL_foot_x_b,FL_foot_y_b,FL_foot_z_w,FL_foot_fz,FL_foot_contact,FL_foot_speed_xy,FR_foot_x_b,FR_foot_y_b,FR_foot_z_w,FR_foot_fz,FR_foot_contact,FR_foot_speed_xy,RL_foot_x_b,RL_foot_y_b,RL_foot_z_w,RL_foot_fz,RL_foot_contact,RL_foot_speed_xy,RR_foot_x_b,RR_foot_y_b,RR_foot_z_w,RR_foot_fz,RR_foot_contact,RR_foot_speed_xy
1,0.02,stand,0.0,0.0,0.0,0.39867693185806274,3.9150938391685486e-05,-5.642477481160313e-05,0.0030528572387993336,0.06013292074203491,0.00498883286877946,0.05071744962001068,0,0,0,0.00295371119864285,-0.000771704304497689,0.0030726559925824404,-0.000762599753215909,0.0,0.0718948245048523,0.1768743395805359,0.17158347368240356,0.07899388670921326,0.0,0,0.4245153069496155,0.17762795090675354,-0.17312033474445343,0.08470521122217178,0.0,0,0.2811948359012604,-0.29126429557800293,0.16952960193157196,0.09299719333648682,0.0,0,1.196857213973999,-0.2888871431350708,-0.16277089715003967,0.0945756658911705,0.0,0,1.2960704565048218
2,0.04,stand,0.0,0.0,0.0,0.3938477039337158,-8.863210678100586e-05,-3.191337964381091e-05,0.011162697337567806,0.07278211414813995,-0.21117234698344278,0.17576491313036113,0,0,0,-0.010354150086641312,0.004171016160398722,-0.009334655478596687,0.0029850227292627096,0.0,0.15455575287342072,0.18826144933700562,0.16289709508419037,0.057512879371643066,0.0,0,0.8843683004379272,0.17677175998687744,-0.17744500935077667,0.05632193386554718,0.0,0,0.16710248589515686,-0.3160122334957123,0.15924683213233948,0.0751199796795845,0.0,0,1.199911117553711,-0.3068525791168213,-0.1464562714099884,0.07922615110874176,0.0,0,1.1382750272750854
3,0.06,stand,0.0,0.0,0.0,0.38488101959228516,-0.00032363831996917725,5.292531568557024e-08,0.013037591241300106,0.04186680167913437,-0.6845013348554323,0.41430225294090134,0,0,0,-0.012252477928996086,0.0044559589587152,-0.008335687220096588,-0.0019445852376520634,0.0,0.21905052661895752,0.20118384063243866,0.15358084440231323,0.03503204882144928,0.0,0,0.6389021873474121,0.17735271155834198,-0.18061572313308716,0.03193572908639908,0.0,0,0.10323464125394821,-0.3306225836277008,0.14511096477508545,0.0571015328168869,0.0,0,0.7621350288391113,-0.31686222553253174,-0.13542765378952026,0.061986036598682404,0.0,0,0.6740862131118774
4,0.08,stand,0.0,0.0,0.0,0.3724058270454407,-0.0004997923970222473,0.00015336462820414454,0.018757449463009834,0.036724578589200974,-1.1531780834485705,0.46593618854952346,2,0,0,-0.009777375496923923,0.016007648780941963,-0.0044357371516525745,0.002997406991198659,0.0,0.2328537404537201,0.20222002267837524,0.1492873579263687,0.023081079125404358,57.13179016113281,1,0.0570266917347908,0.17441658675670624,-0.18392133712768555,0.02293562889099121,80.74191284179688,1,0.054988354444503784,-0.3348342478275299,0.13091830909252167,0.033821992576122284,0.0,0,0.5829329490661621,-0.31794580817222595,-0.1314191073179245,0.04278590530157089,0.0,0,0.2587182819843292
5,0.1,stand,0.0,0.0,0.0,0.36022940278053284,-0.001277640461921692,0.0005759934429079294,0.04503490775823593,0.11016642302274704,-1.5055372974457732,-0.7592725896383256,4,0,0,-0.037419769912958145,0.02505801059305668,-0.04434680938720703,0.011251045390963554,0.0,0.19990788400173187,0.19505666196346283,0.14671523869037628,0.02317022532224655,102.42689514160156,1,0.05478186160326004,0.16695497930049896,-0.18628007173538208,0.0230136439204216,108.18085479736328,1,0.04877910390496254,-0.3342452645301819,0.12361089885234833,0.022284366190433502,58.089805603027344,1,0.0569717176258564,-0.3213343918323517,-0.13462401926517487,0.02243628352880478,110.39765930175781,1,0.12783215939998627
6,0.12,stand,0.0,0.0,0.0,0.3515234589576721,-0.0023096371442079544,0.0009552595438435674,0.056018732488155365,0.0757121741771698,-1.6146218217932238,-1.7732253243449725,4,0,0,-0.0526156909763813,0.01922726072371006,-0.06301597505807877,0.010018251836299896,0.0,0.1607368439435959,0.19004333019256592,0.1454964429140091,0.023220643401145935,96.51424407958984,1,0.044000133872032166,0.16145336627960205,-0.18733914196491241,0.023045793175697327,83.7086410522461,1,0.04203416034579277,-0.3394726514816284,0.12351161241531372,0.022389695048332214,66.23261260986328,1,0.033101215958595276,-0.3269636332988739,-0.1346675157546997,0.022516652941703796,70.06361389160156,1,0.04557137191295624
7,0.14,stand,0.0,0.0,0.0,0.3458728790283203,-0.0034683141857385635,0.0012792831985279918,0.06107066571712494,0.0646917074918747,-1.6233453607455053,-2.0895828246704498,4,0,0,-0.058827243745326996,0.016400659456849098,-0.06716721504926682,0.010330805554986,0.0,0.1403333693742752,0.18928253650665283,0.14497651159763336,0.023256316781044006,82.42705535888672,1,0.03943175822496414,0.1603173166513443,-0.18774083256721497,0.02308005839586258,60.27732467651367,1,0.03382328525185585,-0.3401740491390228,0.12376198172569275,0.022446736693382263,49.117366790771484,1,0.018898669630289078,-0.32796287536621094,-0.13439685106277466,0.022566907107830048,57.97669982910156,1,0.03760969266295433
8,0.16,stand,0.0,0.0,0.0,0.3416334390640259,-0.0046593546867370605,0.0015392664354294538,0.06171655282378197,0.07075570523738861,-1.8624043295734787,-2.0576166855811437,4,0,0,-0.06005868688225746,0.014208696782588959,-0.0668993666768074,0.008495267480611801,0.0,0.12722961604595184,0.1905571073293686,0.14320920407772064,0.02329089492559433,68.76974487304688,1,0.032647401094436646,0.16122238337993622,-0.18936017155647278,0.023112080991268158,48.820125579833984,1,0.028193561360239983,-0.33880603313446045,0.12268881499767303,0.022479549050331116,35.11739730834961,1,0.02118087001144886,-0.32690247893333435,-0.13545797765254974,0.022595807909965515,43.361175537109375,1,0.015177002176642418
9,0.18,stand,0.0,0.0,0.0,0.33770108222961426,-0.005865780636668205,0.0017154724337160587,0.06201622262597084,0.06373771280050278,-2.1674260637542617,-1.926227538168782,4,0,0,-0.061278197914361954,0.009539099410176277,-0.06774240732192993,0.002835765015333891,0.0,0.11702604591846466,0.1923881620168686,0.1411888301372528,0.023322582244873047,59.67097473144531,1,0.030395887792110443,0.16269603371620178,-0.19121301174163818,0.023144550621509552,44.344451904296875,1,0.022617774084210396,-0.33688560128211975,0.1213340014219284,0.02250349521636963,30.274158477783203,1,0.01077263429760933,-0.3252732753753662,-0.1367974728345871,0.022619493305683136,34.33517074584961,1,0.012751947157084942
10,0.2,stand,0.0,0.0,0.0,0.33366912603378296,-0.007095727138221264,0.0018226694082841277,0.06293018162250519,0.055688872933387756,-2.418070527518458,-1.7690394856008125,4,0,0,-0.06261228024959564,0.006317456252872944,-0.06881919503211975,-0.0015041733859106898,0.0,0.10883144289255142,0.1943400800228119,0.13960805535316467,0.02335217595100403,55.54606246948242,1,0.030668454244732857,0.1643352061510086,-0.19262047111988068,0.02317068725824356,45.61477279663086,1,0.02537025697529316,-0.3348313868045807,0.1203187108039856,0.02252718061208725,30.76651382446289,1,0.013457288034260273,-0.3234766721725464,-0.13778814673423767,0.022642530500888824,30.499744415283203,1,0.008047173731029034
11,0.22,stand,0.0,0.0,0.0,0.3295450508594513,-0.008342398330569267,0.001899487106129527,0.06349483132362366,0.0502593070268631,-2.6168300995828866,-1.6016233314724548,4,0,0,-0.06327421218156815,0.005288499407470226,-0.06897266209125519,-0.0033049185294657946,0.0,0.10324086248874664,0.19632038474082947,0.1384030282497406,0.02338128536939621,54.48175811767578,1,0.030435917899012566,0.16603700816631317,-0.19366618990898132,0.02320016175508499,48.838531494140625,1,0.024866007268428802,-0.332730770111084,0.1195993721485138,0.02254921942949295,31.711997985839844,1,0.008396757766604424,-0.3216190040111542,-0.1384902149438858,0.02266545593738556,30.677928924560547,1,0.007479509804397821
12,0.24,stand,0.0,0.0,0.0,0.32545098662376404,-0.009589684195816517,0.0019760350696742535,0.06320808827877045,0.04682264104485512,-2.7670359912718108,-1.4364416096980432,4,0,0,-0.06296601891517639,0.005526593886315823,-0.0679711401462555,-0.0033884260337799788,0.0,0.10079973936080933,0.19825898110866547,0.1375012844800949,0.02341000735759735,54.38693618774414,1,0.02969374693930149,0.16772128641605377,-0.19442206621170044,0.023227974772453308,51.569610595703125,1,0.021638451144099236,-0.3306703567504883,0.1191437840461731,0.022572413086891174,33.800350189208984,1,0.006390884518623352,-0.31978073716163635,-0.13894037902355194,0.02268712967634201,31.33198356628418,1,0.012302256189286709
13,0.26,stand,0.0,0.0,0.0,0.32150307297706604,-0.010820225812494755,0.0020701377652585506,0.06208106130361557,0.044116463512182236,-2.870554338332524,-1.281747856837598,4,0,0,-0.06174994260072708,0.0064033446833491325,-0.06597714126110077,-0.0023731428664177656,0.0,0.1014428436756134,0.2001064270734787,0.1368551105260849,0.023436948657035828,54.40739822387695,1,0.028445178642868996,0.16933606564998627,-0.19491876661777496,0.023254595696926117,52.7109489440918,1,0.022866470739245415,-0.32869982719421387,0.11891183257102966,0.0225955992937088,35.76173400878906,1,0.012414795346558094,-0.31801703572273254,-0.1391689032316208,0.022707626223564148,30.664676666259766,1,0.0068354117684066296
14,0.28,stand,0.0,0.0,0.0,0.31779128313064575,-0.012020723894238472,0.0021936395205557346,0.06055453419685364,0.04099014401435852,-2.9429244614570402,-1.139322937995494,4,0,0,-0.06004296988248825,0.007854506373405457,-0.06350042670965195,-0.00047520239604637027,0.0,0.1045905202627182,0.20184354484081268,0.13637472689151764,0.023462876677513123,54.51492691040039,1,0.023713383823633194,0.17086078226566315,-0.19529035687446594,0.023278415203094482,54.030967712402344,1,0.02364535816013813,-0.32683077454566956,0.1187964454293251,0.02261483669281006,35.761138916015625,1,0.005669684614986181,-0.3163507282733917,-0.1392885148525238,0.022727280855178833,31.339752197265625,1,0.004956339485943317
15,0.3,stand,0.0,0.0,0.0,0.314383864402771,-0.013179871253669262,0.002354989992454648,0.0585181824862957,0.037078700959682465,-2.9922646808041544,-1.0098215908367,4,0,0,-0.05769176408648491,0.009799908846616745,-0.06042122095823288,0.0021534820552915335,0.0,0.10939948260784149,0.20347096025943756,0.13596488535404205,0.02348516136407852,54.17207336425781,1,0.026065804064273834,0.1722928285598755,-0.19558659195899963,0.023303307592868805,54.78042984008789,1,0.01691199280321598,-0.3250862956047058,0.11874467879533768,0.022634997963905334,37.11277389526367,1,0.0027319309301674366,-0.31478795409202576,-0.139349564909935,0.022744715213775635,31.900108337402344,1,0.009853282943367958
16,0.32,stand,0.0,0.0,0.0,0.3113277852535248,-0.014285106211900711,0.002554370788857341,0.0558241531252861,0.03372045233845711,-3.0150350373930963,-0.8931607325132658,4,0,0,-0.054641805589199066,0.011428449302911758,-0.05671394243836403,0.004673727788031101,0.0,0.11497464776039124,0.20497600734233856,0.13567374646663666,0.023505762219429016,54.326812744140625,1,0.024628277868032455,0.17363083362579346,-0.19577646255493164,0.023322314023971558,54.16404724121094,1,0.02069423720240593,-0.32346785068511963,0.11876162886619568,0.022653505206108093,38.50541305541992,1,0.009644074365496635,-0.3133344054222107,-0.13934434950351715,0.02276090532541275,31.947330474853516,1,0.008748372085392475
17,0.34,stand,0.0,0.0,0.0,0.3086589574813843,-0.01532894279807806,0.0027926277834922075,0.05315583199262619,0.03003128059208393,-3.025788743354458,-0.7875715574735692,4,0,0,-0.05147267505526543,0.013270510360598564,-0.05296865478157997,0.007492821663618088,0.0,0.12065828591585159,0.20636948943138123,0.1354057341814041,0.02352333813905716,54.181461334228516,1,0.018450720235705376,0.17487765848636627,-0.1959703266620636,0.023339033126831055,54.676212310791016,1,0.021447107195854187,-0.3219711482524872,0.11876386404037476,0.02266962081193924,39.0735969543457,1,0.008669090457260609,-0.3119829297065735,-0.13935469090938568,0.022774964570999146,31.88388442993164,1,0.007770538795739412
18,0.36,stand,0.0,0.0,0.0,0.3063984513282776,-0.016307223588228226,0.003069990547373891,0.050380051136016846,0.0247909277677536,-3.028825616214175,-0.6935794033143198,4,0,0,-0.048053521662950516,0.0151330241933465,-0.04905318096280098,0.010397086851298809,0.0,0.12596717476844788,0.20765160024166107,0.13511580228805542,0.023539334535598755,53.77571487426758,1,0.022113865241408348,0.17603494226932526,-0.19617821276187897,0.023350417613983154,54.738224029541016,1,0.011439867317676544,-0.32060012221336365,0.11872804164886475,0.022683359682559967,39.35289764404297,1,0.00746729364618659,-0.3107367753982544,-0.13940174877643585,0.022787541151046753,31.70335578918457,1,0.006975378375500441
