pose,time_s,trial,height,roll_deg,pitch_deg,gravity_error,speed,angular_speed,feet_contact,base_contact,joint_rms,stable_hold_s,geometry_ok,FL_foot_x_b,FL_foot_y_b,FL_foot_z_b,FL_knee_y_b,FR_foot_x_b,FR_foot_y_b,FR_foot_z_b,FR_knee_y_b,RL_foot_x_b,RL_foot_y_b,RL_foot_z_b,RL_knee_y_b,RR_foot_x_b,RR_foot_y_b,RR_foot_z_b,RR_knee_y_b,FL_hip_joint,FL_hip_joint_offset,FR_hip_joint,FR_hip_joint_offset,RL_hip_joint,RL_hip_joint_offset,RR_hip_joint,RR_hip_joint_offset,FL_thigh_joint,FL_thigh_joint_offset,FR_thigh_joint,FR_thigh_joint_offset,RL_thigh_joint,RL_thigh_joint_offset,RR_thigh_joint,RR_thigh_joint_offset,FL_calf_joint,FL_calf_joint_offset,FR_calf_joint,FR_calf_joint_offset,RL_calf_joint,RL_calf_joint_offset,RR_calf_joint,RR_calf_joint_offset
upright,0.02,0,0.3894807994365692,8.737174034118652,1.2758429050445557,0.15390807390213013,0.0978740006685257,0.42365124821662903,0,False,0.08848264068365097,0.0,True,0.1847107708454132,0.18822096288204193,-0.32332852482795715,0.16419370472431183,0.16772784292697906,-0.18678387999534607,-0.3022058606147766,-0.1622837483882904,-0.29691338539123535,0.17846664786338806,-0.2912385165691376,0.15442463755607605,-0.2862556278705597,-0.14030396938323975,-0.3122401237487793,-0.14136479794979095,0.13916528224945068,0.039165280759334564,-0.14388984441757202,-0.0438898429274559,0.12213997542858124,0.02213997393846512,0.0054366616532206535,0.10543666034936905,0.6722928285598755,-0.12770718336105347,0.8003970384597778,0.00039702653884887695,1.0400480031967163,0.04004800319671631,0.9915496110916138,-0.00845038890838623,-1.293461561203003,0.20653843879699707,-1.4402834177017212,0.05971658229827881,-1.426008939743042,0.07399106025695801,-1.4040864706039429,0.09591352939605713
upright,0.04,0,0.3855171501636505,7.349414825439453,1.6015321016311646,0.13112285733222961,0.28311631083488464,1.3737590312957764,1,False,0.14562493562698364,0.0,True,0.21008333563804626,0.1679791808128357,-0.33799341320991516,0.15530391037464142,0.18063589930534363,-0.19043362140655518,-0.3182016909122467,-0.16496436297893524,-0.3232346475124359,0.1470678448677063,-0.31067460775375366,0.14371860027313232,-0.30086591839790344,-0.12493911385536194,-0.31858697533607483,-0.13573333621025085,0.0759018063545227,-0.024098195135593414,-0.1478162407875061,-0.047816239297389984,0.01626989245414734,-0.08373010903596878,0.053936466574668884,0.1539364755153656,0.5721695423126221,-0.22783046960830688,0.6993713974952698,-0.10062861442565918,1.0476945638656616,0.04769456386566162,1.0078521966934204,0.00785219669342041,-1.2406350374221802,0.2593649625778198,-1.3227858543395996,0.1772141456604004,-1.3073251247406006,0.19267487525939941,-1.3559956550598145,0.14400434494018555
upright,0.06,0,0.3786758482456207,5.98093843460083,1.620668888092041,0.10804547369480133,0.38469579815864563,1.3623162508010864,1,False,0.16060425341129303,0.0,True,0.210537850856781,0.15902817249298096,-0.3349228501319885,0.1507778763771057,0.19124451279640198,-0.18108439445495605,-0.32576364278793335,-0.1611177772283554,-0.3318750858306885,0.11898303031921387,-0.31195953488349915,0.1343877613544464,-0.3137608468532562,-0.11201903969049454,-0.3286244869232178,-0.13088807463645935,0.05043623223900795,-0.04956376925110817,-0.11740221828222275,-0.01740221679210663,-0.07449478656053543,-0.17449478805065155,0.09220925718545914,0.19220925867557526,0.5939403772354126,-0.20605963468551636,0.6557307839393616,-0.14426922798156738,1.0889029502868652,0.08890295028686523,0.9933500289916992,-0.006649971008300781,-1.28855562210083,0.21144437789916992,-1.2987549304962158,0.20124506950378418,-1.3271536827087402,0.17284631729125977,-1.269639015197754,0.2303609848022461
upright,0.08,0,0.36994442343711853,4.079548358917236,0.9140906929969788,0.07293909043073654,0.46634161472320557,2.0470471382141113,1,False,0.1707453429698944,0.0,True,0.20752538740634918,0.14785082638263702,-0.3337535262107849,0.1450146585702896,0.18601997196674347,-0.15961673855781555,-0.34002014994621277,-0.15060853958129883,-0.3385148346424103,0.10355907678604126,-0.3130891025066376,0.12940660119056702,-0.31653210520744324,-0.11305814981460571,-0.32999205589294434,-0.13127197325229645,0.01748509146273136,-0.08251491189002991,-0.05139513686299324,0.04860486462712288,-0.12451215088367462,-0.22451215982437134,0.08861280977725983,0.18861281871795654,0.6208428740501404,-0.17915713787078857,0.646401047706604,-0.15359896421432495,1.1061217784881592,0.10612177848815918,0.9893112182617188,-0.01068878173828125,-1.3258466720581055,0.17415332794189453,-1.2500736713409424,0.24992632865905762,-1.3204365968704224,0.17956340312957764,-1.2498111724853516,0.25018882751464844
upright,0.1,0,0.3590709865093231,1.616884469985962,-0.18995334208011627,0.028412874788045883,0.5939277410507202,2.4418466091156006,2,False,0.1616794764995575,0.0,True,0.2031911015510559,0.13451334834098816,-0.33278122544288635,0.1381550431251526,0.17951571941375732,-0.14768892526626587,-0.34101420640945435,-0.1447526514530182,-0.33225587010383606,0.09955364465713501,-0.3142082393169403,0.1278286576271057,-0.31407231092453003,-0.1270585060119629,-0.3293515741825104,-0.13644000887870789,-0.022567223757505417,-0.12256722152233124,-0.016641953960061073,0.0833580493927002,-0.13710492849349976,-0.23710492253303528,0.04563751816749573,0.14563751220703125,0.6518594026565552,-0.14814060926437378,0.6756113767623901,-0.12438863515853882,1.097277283668518,0.09727728366851807,0.9740551710128784,-0.025944828987121582,-1.362913727760315,0.13708627223968506,-1.2702252864837646,0.22977471351623535,-1.3376498222351074,0.16235017776489258,-1.2377369403839111,0.26226305961608887
upright,0.12,0,0.3479785919189453,0.901595413684845,-1.677772879600525,0.03323710709810257,0.5275336503982544,1.2722736597061157,3,False,0.13050644099712372,0.0,True,0.19750672578811646,0.13252407312393188,-0.3285169303417206,0.1371919959783554,0.1738245040178299,-0.14978665113449097,-0.33243587613105774,-0.1457013040781021,-0.3225712776184082,0.1127428412437439,-0.31201696395874023,0.13212770223617554,-0.3199543356895447,-0.13127011060714722,-0.31831005215644836,-0.1382291615009308,-0.02895946055650711,-0.12895946204662323,-0.023340852931141853,0.07665915042161942,-0.09486446529626846,-0.19486446678638458,0.03386896848678589,0.1338689625263214,0.687066376209259,-0.11293363571166992,0.7230257391929626,-0.07697427272796631,1.0837327241897583,0.0837327241897583,1.0294934511184692,0.02949345111846924,-1.3993333578109741,0.10066664218902588,-1.3292292356491089,0.1707707643508911,-1.3646897077560425,0.13531029224395752,-1.2955065965652466,0.20449340343475342
upright,0.14,0,0.34077104926109314,0.9797879457473755,-2.580902576446533,0.04816911369562149,0.3500427305698395,0.5529707074165344,4,False,0.1152104064822197,0.02,True,0.1955956220626831,0.13557536900043488,-0.3242626488208771,0.1387593150138855,0.1728985458612442,-0.14676037430763245,-0.32821008563041687,-0.14425435662269592,-0.3244313597679138,0.11362078785896301,-0.3019275963306427,0.13298356533050537,-0.32093819975852966,-0.13029897212982178,-0.3062601387500763,-0.13813510537147522,-0.0198686346411705,-0.11986863613128662,-0.014472060836851597,0.0855279415845871,-0.09514180570840836,-0.19514180719852448,0.03841754049062729,0.1384175419807434,0.7054409980773926,-0.09455901384353638,0.7457754015922546,-0.054224610328674316,1.132670521736145,0.13267052173614502,1.0885262489318848,0.08852624893188477,-1.424500823020935,0.07549917697906494,-1.3673192262649536,0.1326807737350464,-1.4272946119308472,0.07270538806915283,-1.3798021078109741,0.12019789218902588
upright,0.16,0,0.3365905284881592,0.5711678266525269,-3.1412386894226074,0.055713120847940445,0.26903778314590454,0.6874332427978516,4,False,0.11308463662862778,0.04,True,0.1957649290561676,0.1358918696641922,-0.323075532913208,0.1389179676771164,0.1739494949579239,-0.1465231478214264,-0.32479363679885864,-0.1441437005996704,-0.3241442143917084,0.11215323209762573,-0.295474648475647,0.13288357853889465,-0.31981953978538513,-0.13179534673690796,-0.298133909702301,-0.13876686990261078,-0.018957316875457764,-0.11895731836557388,-0.013897117227315903,0.08610288798809052,-0.10235569626092911,-0.20235569775104523,0.03440479189157486,0.13440479338169098,0.70885169506073,-0.09114831686019897,0.7562485933303833,-0.043751418590545654,1.1637206077575684,0.16372060775756836,1.1223440170288086,0.1223440170288086,-1.4324196577072144,0.06758034229278564,-1.3933629989624023,0.10663700103759766,-1.4730920791625977,0.026907920837402344,-1.4350130558013916,0.0649869441986084
upright,0.18,0,0.33344754576683044,0.13617105782032013,-3.6127800941467285,0.06308898329734802,0.25041112303733826,0.5046940445899963,4,False,0.1158183142542839,0.06,True,0.1960972547531128,0.13632680475711823,-0.32270634174346924,0.13913533091545105,0.17523357272148132,-0.14616799354553223,-0.3221574127674103,-0.14397992193698883,-0.32366126775741577,0.11073645949363708,-0.2906308174133301,0.13274362683296204,-0.3184436559677124,-0.13323119282722473,-0.2915169894695282,-0.13931766152381897,-0.017624184489250183,-0.1176241859793663,-0.012912082485854626,0.08708792179822922,-0.10910200327634811,-0.20910200476646423,0.03022068925201893,0.1302206963300705,0.7086917161941528,-0.09130829572677612,0.7629896402359009,-0.037010371685028076,1.1868010759353638,0.18680107593536377,1.1483503580093384,0.14835035800933838,-1.4341853857040405,0.06581461429595947,-1.413758397102356,0.08624160289764404,-1.507910132408142,-0.00791013240814209,-1.4793952703475952,0.020604729652404785
upright,0.2,0,0.3305684030056,-0.18083523213863373,-4.001288414001465,0.06989225000143051,0.23717807233333588,0.45348843932151794,4,False,0.12056133896112442,0.08,True,0.1965498924255371,0.1375848948955536,-0.32207831740379333,0.139769047498703,0.1767711341381073,-0.1449587047100067,-0.31988096237182617,-0.1434105932712555,-0.3230263888835907,0.10991919040679932,-0.286300390958786,0.13277211785316467,-0.3167921006679535,-0.1340484768152237,-0.2859326899051666,-0.1396399438381195,-0.013734456151723862,-0.11373445391654968,-0.009236286394298077,0.09076371788978577,-0.1137281134724617,-0.21372811496257782,0.02793172560632229,0.12793172895908356,0.7082461714744568,-0.09175384044647217,0.7684465050697327,-0.03155350685119629,1.2065647840499878,0.2065647840499878,1.169669270515442,0.1696692705154419,-1.4361281394958496,0.06387186050415039,-1.4333064556121826,0.06669354438781738,-1.5384496450424194,-0.038449645042419434,-1.5179871320724487,-0.01798713207244873
