pose,time_s,trial,height,roll_deg,pitch_deg,gravity_error,speed,angular_speed,feet_contact,base_contact,joint_rms,stable_hold_s,geometry_ok,FL_foot_x_b,FL_foot_y_b,FL_foot_z_b,FL_knee_y_b,FR_foot_x_b,FR_foot_y_b,FR_foot_z_b,FR_knee_y_b,RL_foot_x_b,RL_foot_y_b,RL_foot_z_b,RL_knee_y_b,RR_foot_x_b,RR_foot_y_b,RR_foot_z_b,RR_knee_y_b,FL_hip_joint,FL_hip_joint_offset,FR_hip_joint,FR_hip_joint_offset,RL_hip_joint,RL_hip_joint_offset,RR_hip_joint,RR_hip_joint_offset,FL_thigh_joint,FL_thigh_joint_offset,FR_thigh_joint,FR_thigh_joint_offset,RL_thigh_joint,RL_thigh_joint_offset,RR_thigh_joint,RR_thigh_joint_offset,FL_calf_joint,FL_calf_joint_offset,FR_calf_joint,FR_calf_joint_offset,RL_calf_joint,RL_calf_joint_offset,RR_calf_joint,RR_calf_joint_offset,bank_state_id
side,0.02,0,0.15431636571884155,96.78289794921875,-179.98651123046875,1.4953981637954712,0.08380556106567383,0.47206827998161316,1,False,0.11067504435777664,0.0,True,0.16481587290763855,0.16589032113552094,-0.34339016675949097,0.1531621217727661,0.22119367122650146,-0.15526406466960907,-0.29373031854629517,-0.14921316504478455,-0.280735045671463,0.16872093081474304,-0.29806411266326904,0.1517917960882187,-0.27437400817871094,-0.17712488770484924,-0.30473563075065613,-0.15547338128089905,0.06880362331867218,-0.03119637817144394,-0.04480111226439476,0.05519888922572136,0.08816969394683838,-0.01183030754327774,-0.11277962476015091,-0.01277962327003479,0.6798292398452759,-0.12017077207565308,0.6978892683982849,-0.10211074352264404,0.998168408870697,-0.0018315911293029785,0.9429793953895569,-0.057020604610443115,-1.1970456838607788,0.3029543161392212,-1.5815837383270264,-0.08158373832702637,-1.4431673288345337,0.05683267116546631,-1.3865333795547485,0.11346662044525146,132
side,0.04,0,0.15458592772483826,94.56964111328125,179.96771240234375,1.4694697856903076,0.06681258976459503,2.1087608337402344,0,False,0.1974538117647171,0.0,True,0.12127622961997986,0.13191556930541992,-0.3761723041534424,0.1374278962612152,0.279464989900589,-0.15919727087020874,-0.2769031524658203,-0.15323922038078308,-0.2750440835952759,0.15393272042274475,-0.2983540892601013,0.14643432199954987,-0.25209519267082214,-0.18056240677833557,-0.2937626540660858,-0.1574593484401703,-0.026893451809883118,-0.12689346075057983,-0.061377618461847305,0.038622383028268814,0.03972167149186134,-0.060278329998254776,-0.12789197266101837,-0.027891971170902252,0.656330943107605,-0.14366906881332397,0.5074049234390259,-0.2925950884819031,1.0084840059280396,0.00848400592803955,0.9300885200500488,-0.06991147994995117,-0.9313905239105225,0.5686094760894775,-1.6046901941299438,-0.10469019412994385,-1.4895437955856323,0.010456204414367676,-1.4841063022613525,0.01589369773864746,132
side,0.06,0,0.15456685423851013,93.64188385009766,179.80235290527344,1.458437442779541,0.06492852419614792,0.9005066156387329,0,False,0.2382558286190033,0.0,True,0.10311529040336609,0.10955682396888733,-0.38274073600769043,0.1273864209651947,0.3136557936668396,-0.15316766500473022,-0.27946117520332336,-0.1498260498046875,-0.27667108178138733,0.14996516704559326,-0.29612836241722107,0.14491614699363708,-0.2300371378660202,-0.17816171050071716,-0.3019091486930847,-0.15783798694610596,-0.08547092229127884,-0.18547092378139496,-0.03967121243476868,0.06032878905534744,0.026775775477290154,-0.07322422415018082,-0.11705989390611649,-0.017059892416000366,0.6688812971115112,-0.13111871480941772,0.3616936206817627,-0.43830639123916626,1.0270187854766846,0.02701878547668457,0.8460690379142761,-0.15393096208572388,-0.866398811340332,0.633601188659668,-1.525815486907959,-0.025815486907958984,-1.5104444026947021,-0.010444402694702148,-1.460720181465149,0.039279818534851074,132
side,0.08,0,0.15442387759685516,92.82161712646484,179.1012725830078,1.4486039876937866,0.047256916761398315,1.060041069984436,0,False,0.24380728602409363,0.0,True,0.12195976078510284,0.09183022379875183,-0.38330888748168945,0.11886266618967056,0.3187173902988434,-0.1347140371799469,-0.286957323551178,-0.1368461400270462,-0.30638664960861206,0.14794108271598816,-0.3065381646156311,0.14406047761440277,-0.21146389842033386,-0.18070906400680542,-0.3083661198616028,-0.16004648804664612,-0.1323055922985077,-0.2323055863380432,0.025493361055850983,0.1254933625459671,0.01932067610323429,-0.08067932724952698,-0.1225714236497879,-0.022571422159671783,0.6538928747177124,-0.14610713720321655,0.33770301938056946,-0.4622969925403595,1.0413845777511597,0.04138457775115967,0.7663025856018066,-0.23369741439819336,-0.9302796125411987,0.5697203874588013,-1.5049306154251099,-0.004930615425109863,-1.3804954290390015,0.11950457096099854,-1.4206855297088623,0.0793144702911377,132
side,0.1,0,0.15431295335292816,91.53821563720703,175.93475341796875,1.4330692291259766,0.03441663086414337,1.2462517023086548,0,False,0.24567188322544098,0.0,True,0.1539655327796936,0.07533052563667297,-0.381933331489563,0.10983346402645111,0.3102787733078003,-0.11672240495681763,-0.29316461086273193,-0.12434359639883041,-0.3224247694015503,0.13908499479293823,-0.3113955855369568,0.14101076126098633,-0.20643790066242218,-0.1842232048511505,-0.31694018840789795,-0.16203194856643677,-0.17665007710456848,-0.276650071144104,0.08724503964185715,0.18724504113197327,-0.009374191984534264,-0.10937419533729553,-0.12992456555366516,-0.029924564063549042,0.6099953055381775,-0.19000470638275146,0.3715612590312958,-0.4284387528896332,1.054896354675293,0.05489635467529297,0.715036928653717,-0.28496307134628296,-1.008159875869751,0.491840124130249,-1.5192047357559204,-0.01920473575592041,-1.3221675157546997,0.1778324842453003,-1.351598858833313,0.148401141166687,132
side,0.12,0,0.15430988371372223,90.28623962402344,157.00682067871094,1.4177417755126953,0.050643693655729294,0.9897269606590271,0,False,0.26610928773880005,0.0,True,0.18003953993320465,0.06382143497467041,-0.3852304220199585,0.10265181213617325,0.3045807480812073,-0.10006619989871979,-0.29274705052375793,-0.11255136132240295,-0.3306928873062134,0.1315162181854248,-0.3142167031764984,0.13846635818481445,-0.2085350900888443,-0.18715089559555054,-0.3256855010986328,-0.16338321566581726,-0.2053242176771164,-0.3053242266178131,0.1456960141658783,0.24569600820541382,-0.03352373465895653,-0.13352373242378235,-0.13510894775390625,-0.03510894626379013,0.5357664227485657,-0.2642335891723633,0.403778076171875,-0.39622193574905396,1.0616148710250854,0.06161487102508545,0.6830695867538452,-0.3169304132461548,-1.000041127204895,0.499958872795105,-1.5589675903320312,-0.05896759033203125,-1.2922300100326538,0.2077699899673462,-1.2775990962982178,0.22240090370178223,132
side,0.14,0,0.1541517823934555,88.64397430419922,6.309279918670654,1.3973798751831055,0.13643524050712585,1.483009696006775,0,False,0.27845510840415955,0.0,False,0.19861704111099243,0.05647791922092438,-0.3857728838920593,0.0977272093296051,0.3058566749095917,-0.09461519122123718,-0.2892719805240631,-0.10817727446556091,-0.33194756507873535,0.12381553649902344,-0.3165711760520935,0.13582901656627655,-0.21226653456687927,-0.19458737969398499,-0.3258203864097595,-0.16664919257164001,-0.22421199083328247,-0.324211984872818,0.16689208149909973,0.26689207553863525,-0.05788351967930794,-0.15788352489471436,-0.15648461878299713,-0.05648461729288101,0.48563244938850403,-0.3143675625324249,0.40678682923316956,-0.3932131826877594,1.061199426651001,0.06119942665100098,0.6797911524772644,-0.3202088475227356,-0.9991698265075684,0.5008301734924316,-1.584223985671997,-0.08422398567199707,-1.2855608463287354,0.21443915367126465,-1.2502939701080322,0.24970602989196777,132
side,0.16,0,0.1541764736175537,86.9172134399414,2.067802906036377,1.37566077709198,0.1792425960302353,1.4148433208465576,1,False,0.29470619559288025,0.0,False,0.20271092653274536,0.053609952330589294,-0.38947075605392456,0.09600182622671127,0.3114229142665863,-0.0965505838394165,-0.2815367579460144,-0.10850782692432404,-0.331072598695755,0.11592191457748413,-0.31770196557044983,0.13310198485851288,-0.21931420266628265,-0.20822593569755554,-0.3242846131324768,-0.17245718836784363,-0.22943568229675293,-0.32943567633628845,0.1645771563053131,0.26457715034484863,-0.08292992413043976,-0.18292993307113647,-0.19593113660812378,-0.09593113511800766,0.45584607124328613,-0.3441539406776428,0.3956008851528168,-0.4043991267681122,1.0636106729507446,0.06361067295074463,0.6784273982048035,-0.32157260179519653,-0.9609919190406799,0.5390080809593201,-1.6166638135910034,-0.11666381359100342,-1.2933915853500366,0.20660841464996338,-1.2088596820831299,0.2911403179168701,132
side,0.18,0,0.15426217019557953,85.48157501220703,0.8189786672592163,1.357365608215332,0.20428559184074402,1.1080917119979858,1,False,0.31102949380874634,0.0,False,0.1993628293275833,0.056612834334373474,-0.3949316740036011,0.09785743057727814,0.31959807872772217,-0.10332877188920975,-0.2755977511405945,-0.1127077043056488,-0.3291512131690979,0.10796535015106201,-0.31761014461517334,0.13035975396633148,-0.2233738899230957,-0.22064507007598877,-0.3209454417228699,-0.1777193546295166,-0.2185525894165039,-0.31855258345603943,0.14290598034858704,0.24290597438812256,-0.10851021111011505,-0.20851022005081177,-0.23252902925014496,-0.13252902030944824,0.43552306294441223,-0.3644769489765167,0.3666876256465912,-0.43331238627433777,1.0698227882385254,0.06982278823852539,0.6759837865829468,-0.3240162134170532,-0.9021540284156799,0.5978459715843201,-1.623154878616333,-0.12315487861633301,-1.3119676113128662,0.1880323886871338,-1.1822818517684937,0.31771814823150635,132
side,0.2,0,0.15426677465438843,84.09626007080078,0.37537848949432373,1.33950936794281,0.22043485939502716,1.1244757175445557,1,False,0.32836097478866577,0.0,False,0.1960056573152542,0.06227102875709534,-0.40039733052253723,0.1010555550456047,0.3284960985183716,-0.11485074460506439,-0.2734747529029846,-0.12122925370931625,-0.326547771692276,0.10049569606781006,-0.31640517711639404,0.12781235575675964,-0.225885808467865,-0.2329719066619873,-0.31682372093200684,-0.18294036388397217,-0.20127606391906738,-0.3012760579586029,0.1007123664021492,0.20071236789226532,-0.13307657837867737,-0.2330765724182129,-0.2691816985607147,-0.1691817045211792,0.41218385100364685,-0.3878161609172821,0.3261059820652008,-0.47389402985572815,1.07908296585083,0.07908296585083008,0.6705880165100098,-0.32941198348999023,-0.8377598524093628,0.6622401475906372,-1.594459891319275,-0.0944598913192749,-1.3383967876434326,0.16160321235656738,-1.1586676836013794,0.3413323163986206,132
